NM_CLSSFAM	NM_LSSFAM	NM_CLFAM	NM_LFAM	NM_CLRAY	NM_LRAY	NM_CLSEC	NM_LSEC	NM_CLFIL	NM_LFIL
0905103505	PROTECTION                    	09051035	VETEMENT DE TRAVAIL           	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103510	VETEMENTS PERSONNEL PDV       	09051035	VETEMENT DE TRAVAIL           	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103590	XDIR- HYGIENE                 	09051035	VETEMENT DE TRAVAIL           	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905103598	DIR - VETEMENT DE TRAVAIL     	09051035	VETEMENT DE TRAVAIL           	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104105	EMB/FTURES INCO BVP           	09051041	EMB/FTURES INCO BVP           	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104198	DIR - EMB/FTURES INCO BVP     	09051041	EMB/FTURES INCO BVP           	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104205	EMB/FTURES INCO BOULANGERIE   	09051042	EMB/FTURES INCO BOULANGERIE   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104298	DIR - EMB/FTURES INCO BOULANGE	09051042	EMB/FTURES INCO BOULANGERIE   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104305	EMB/FTURES INCO  VIENOISER    	09051043	EMB/FTURES INCO  VIENOISER    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104398	DIR - EMB/FTURES INCO  VIENOIS	09051043	EMB/FTURES INCO  VIENOISER    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104405	EMB/FTURES INCO  PATISSERI    	09051044	EMB/FTURES INCO  PATISSERI    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104498	DIR - EMB/FTURES INCO  PATISSE	09051044	EMB/FTURES INCO  PATISSERI    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104505	EMB/FTURES INCO  FRO COUP     	09051045	EMB/FTURES INCO  FRO COUP     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104505	EMBALLAGES (ANCIENS)          	09051045	ANCIENS EMBALLAGES/FOURNITURES	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104510	FOURNITURES (ANCIENS)         	09051045	ANCIENS EMBALLAGES/FOURNITURES	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104598	DIR - ANCIENS EMBALLAGES/FOURN	09051045	ANCIENS EMBALLAGES/FOURNITURES	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104598	DIR - EMB/FTURES INCO  FRO COU	09051045	EMB/FTURES INCO  FRO COUP     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104605	EMB/FTURES INCO  FROM LS      	09051046	EMB/FTURES INCO  FROM LS      	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104698	DIR - EMB/FTURES INCO  FROM LS	09051046	EMB/FTURES INCO  FROM LS      	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104705	EMB/FTURES INCO  FR ET LEG    	09051047	EMB/FTURES INCO  FR ET LEG    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104798	DIR - EMB/FTURES INCO  FR ET L	09051047	EMB/FTURES INCO  FR ET LEG    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104805	EMB/FTURES INCO  FL ET PL     	09051048	EMB/FTURES INCO  FL ET PL     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104898	DIR - EMB/FTURES INCO  FL ET P	09051048	EMB/FTURES INCO  FL ET PL     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104905	EMB/FTURES INCO  CHARC LS     	09051049	EMB/FTURES INCO  CHARC LS     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905104998	DIR - EMB/FTURES INCO  CHARC L	09051049	EMB/FTURES INCO  CHARC LS     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105005	EMB/FTURES INCO  CHARC TR     	09051050	EMB/FTURES INCO  CHARC TR     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105098	DIR - EMB/FTURES INCO  CHARC T	09051050	EMB/FTURES INCO  CHARC TR     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105105	EMB/FTURES INCO  BOUCH LS     	09051051	EMB/FTURES INCO  BOUCH LS     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105198	DIR - EMB/FTURES INCO  BOUCH L	09051051	EMB/FTURES INCO  BOUCH LS     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105205	EMB/FTURES INCO  BOUCH TR     	09051052	EMB/FTURES INCO  BOUCH TR     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105298	DIR - EMB/FTURES INCO  BOUCH T	09051052	EMB/FTURES INCO  BOUCH TR     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105305	EMB/FTURES INCO  BOU TR LS    	09051053	EMB/FTURES INCO  BOU TR LS    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105398	DIR - EMB/FTURES INCO  BOU TR 	09051053	EMB/FTURES INCO  BOU TR LS    	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105405	EMB/FTURES INCO  POIS TR      	09051054	EMB/FTURES INCO  POIS TR      	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105498	DIR - EMB/FTURES INCO  POIS TR	09051054	EMB/FTURES INCO  POIS TR      	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105505	EMB/FTURES INCO  POIS FR EB   	09051055	EMB/FTURES INCO  POIS FR EB   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105598	DIR - EMB/FTURES INCO  POIS FR	09051055	EMB/FTURES INCO  POIS FR EB   	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105605	EMB/FTURES INCO  CULTURE      	09051056	EMB/FTURES INCO  CULTURE      	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105698	DIR - EMB/FTURES INCO  CULTURE	09051056	EMB/FTURES INCO  CULTURE      	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105705	EMB/FTURES INCO  PARAPHAR     	09051057	EMB/FTURES INCO  PARAPHAR     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105798	DIR - EMB/FTURES INCO  PARAPHA	09051057	EMB/FTURES INCO  PARAPHAR     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105805	EMB/FTURES INCO 1             	09051058	EMB/FTURES INCO 1             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105898	DIR - EMB/FTURES INCO 1       	09051058	EMB/FTURES INCO 1             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105905	EMB/FTURES INCO 2             	09051059	EMB/FTURES INCO 2             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905105998	DIR - EMB/FTURES INCO 2       	09051059	EMB/FTURES INCO 2             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905106005	EMB/FTURES INCO 3             	09051060	EMB/FTURES INCO 3             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905106098	DIR - EMB/FTURES INCO 3       	09051060	EMB/FTURES INCO 3             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905106105	EMB/FTURES INCO 4             	09051061	EMB/FTURES INCO 4             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905106198	DIR - EMB/FTURES INCO 4       	09051061	EMB/FTURES INCO 4             	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905109898	XDIR- FOURNITURES ANCIENS     	09051098	XDIR- FOURNITURES ANCIENS     	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905109999	PDV - EMBALLAGES, FOURN. & HYG	09051099	PDV - EMBALLAGES, FOURN. & HYG	090510	EMBALLAGES, FOURN. & HYGIENE  	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905150505	TUBES FLUOS ET STARTERS       	09051505	ECLAIRAGES                    	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905150598	DIR - ECLAIRAGES              	09051505	ECLAIRAGES                    	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151002	MATERIEL DE SEPARATION        	09051510	MATERIEL DE PRESENTATION      	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151003	MOBILIER PDV                  	09051510	MATERIEL DE PRESENTATION      	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151004	SUPPORTS DE PRESENTATION      	09051510	MATERIEL DE PRESENTATION      	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151006	MATERIEL D'AFFICHAGE          	09051510	MATERIEL DE PRESENTATION      	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151098	DIR - MATERIEL DE PRESENTATION	09051510	MATERIEL DE PRESENTATION      	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151505	CHARIOTS ET ACCESSOIRES       	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151510	ACHATS RAPIDES                	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151515	ACCESSOIRES                   	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151520	ACCESSOIRES POINT U INFO      	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151525	BADGES                        	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151535	PLV                           	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905151598	DIR - POINT CONCEPT           	09051515	POINT CONCEPT                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905159110	POUR SECTEUR BCV & POINT CHAUD	09051591	TUBES FLUO MAZDA ANCIEN       	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905159198	DIR - TUBES FLUO MAZDA ANCIEN 	09051591	TUBES FLUO MAZDA ANCIEN       	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905159205	DIVERS                        	09051592	DIVERS ANCIEN                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905159298	DIR - DIVERS ANCIEN           	09051592	DIVERS ANCIEN                 	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905159999	PDV - EQUIPEMENT PDV          	09051599	PDV - EQUIPEMENT PDV          	090515	EQUIPEMENT PDV                	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905200505	GADGETS                       	09052005	GADGETS                       	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905200598	DIR - GADGETS                 	09052005	GADGETS                       	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905201005	ANIMATION ET SPONSORING       	09052010	KIT D'ANIMATION               	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905201098	DIR - KIT D'ANIMATION         	09052010	KIT D'ANIMATION               	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905209105	ANIMATION                     	09052091	ANIMATION TEXTILE ANCIEN      	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905209198	DIR - ANIMATION TEXTILE ANCIEN	09052091	ANIMATION TEXTILE ANCIEN      	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905209999	PDV - ANIMATION PDV           	09052099	PDV - ANIMATION PDV           	090520	ANIMATION PDV                 	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0905999999	-ECONOMAT                     	09059999	-ECONOMAT                     	090599	-ECONOMAT                     	0905	ECONOMAT                      	09	PUB., ECONOMAT, CARTE U
0910050505	VERSION HU                    	09100505	TRACTS PUB HU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910050510	VERSION TGU                   	09100505	TRACTS PUB HU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910050598	DIR - TRACTS PUB HU           	09100505	TRACTS PUB HU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051005	VERSION TGU                   	09100510	TRACTS PUB SU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051010	VERSION SU+                   	09100510	TRACTS PUB SU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051015	VERSION SU                    	09100510	TRACTS PUB SU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051020	SUPERU -                      	09100510	TRACTS PUB SU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051098	DIR - TRACTS PUB SU           	09100510	TRACTS PUB SU                 	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051505	VERSION PROXI                 	09100515	TRACTS PUB PROXI              	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910051598	DIR - TRACTS PUB PROXI        	09100515	TRACTS PUB PROXI              	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910059999	PDV - TRACTS PUBLICITAIRES    	09100599	PDV - TRACTS PUBLICITAIRES    	091005	TRACTS PUBLICITAIRES          	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
0910100505	AFFICHES PUB 4 X 3            	09101005	AFFICHAGES EXTERIEURS         	091010	AFFICHAGES PUBLICITAIRES      	0910	COMMUNICATION                 	09	PUB., ECONOMAT, CARTE U
